,Name,Manufacturer,Functions,HP,Depth,+12V (mA),-12V (mA),+5V (mA),Price (€),Racks,Rating,Votes,Available,Approved
737,EX Pexp-2,ALM Busy Circuits,"['Digital', 'Expander']",2,38.0,15.0,0.0,0.0,85.0,2594,4.09,11.0,Available,0
738,Stillson Hammer MK II,Industrial Music Electronics,"['Clock Generator', 'CV Modulation', 'Sequencer', 'Quad', 'Quantizer', 'Random', 'Clock Modulator']",32,43.0,200.0,50.0,0.0,699.0,2584,4.41,37.0,Discontinued,0
739,A-184-1,Doepfer,"['Ring Modulator', 'Sample and Hold', 'Slew Limiter']",4,40.0,40.0,30.0,0.0,100.0,2571,4.18,11.0,Available,0
740,Cinnamon,Bastl Instruments,['Filter'],5,35.0,30.0,30.0,0.0,109.0,2567,4.76,25.0,,1
741,Dual Four Pole,Verbos Electronics,"['Dual/Stereo', 'Filter']",21,26.0,40.0,10.0,0.0,429.0,2564,4.41,22.0,Available,0
742,FONT,NANO Modules,"['Filter', 'Oscillator']",6,15.0,22.0,25.0,0.0,115.0,2559,4.64,28.0,Available,1
743,SY0.5,Michigan Synth Works,['Drum'],10,20.0,130.0,20.0,0.0,290.0,2556,4.73,15.0,Available,0
744,GrandPa,Bastl Instruments,['Sampling'],5,35.0,50.0,0.0,0.0,210.0,2549,3.88,26.0,,1
745,FXDf,Make Noise,['Filter'],4,24.0,27.0,27.0,0.0,111.0,2542,3.9,21.0,Discontinued,1
746,Alan,After Later Audio,"['CV Modulation', 'Random', 'Sequencer']",6,35.0,45.0,20.0,,208.0,2539,3.83,6.0,Available,0
747,FX AID Pro_black,Happy Nerding,"['Delay', 'Digital', 'Distortion', 'Dual/Stereo', 'Dynamics', 'Effect', 'Pitch Shifter ', 'Reverb']",14,35.0,90.0,33.0,,340.0,2538,5.0,20.0,Available,0
748,Z-DSP (NS),Tiptop Audio,"['Delay', 'Digital', 'Distortion', 'Dual/Stereo', 'Effect', 'Filter', 'Pitch Shifter ', 'Reverb']",28,25.0,200.0,87.0,,399.0,2538,4.81,16.0,Available,0
749,Endless Processor (both panels),Blukač,"['Digital', 'Dual/Stereo', 'Effect', 'Sampling']",16,25.0,125.0,10.0,0.0,300.0,2533,4.8,25.0,Available,1
750,SCLPL,WMD,"['Digital', 'Dual/Stereo', 'Equalizer', 'Filter']",4,38.0,93.0,65.0,,222.0,2527,4.6,10.0,Available,0
751,MMF,2hp,['Filter'],2,42.0,55.0,55.0,0.0,106.0,2524,4.0,6.0,Available,1
752,Polivoks VCF (2013),Industrial Music Electronics,['Filter'],10,25.0,10.0,10.0,0.0,215.0,2522,4.35,34.0,Available,0
753,Coral,Oxi Instruments,"['Synth Voice', 'Oscillator', 'MIDI']",14,30.0,110.0,10.0,0.0,399.0,2521,4.87,15.0,Available,1
754,Snare,2hp,['Drum'],2,42.0,75.0,3.0,0.0,125.0,2519,3.09,11.0,Available,1
755,Echo,Synthrotek,"['Effect', 'Delay']",4,50.0,40.0,20.0,0.0,115.0,2520,3.69,35.0,Available,1
756,E340 Cloud Generator,Synthesis Technology,['Oscillator'],14,47.0,55.0,25.0,0.0,375.0,2518,4.35,55.0,Discontinued,0
757,Pro Output (Black),WMD,"['External', 'Dual/Stereo']",6,39.0,60.0,60.0,0.0,255.0,2517,4.73,22.0,Discontinued,0
758,E352 Cloud Terrarium (black panel),Synthesis Technology,"['Digital', 'LFO', 'Oscillator', 'Dual/Stereo']",26,37.0,75.0,10.0,0.0,838.0,2517,4.68,19.0,Discontinued,0
759,Maths v2 (Grayscale panel),Grayscale,"['Clock Generator', 'CV Modulation', 'Envelope Generator', 'Slew Limiter']",20,24.0,60.0,50.0,,261.0,2517,4.6,15.0,,1
760,Fold Processor,Tiptop Audio,"['Waveshaper', 'Frequency Divider']",12,31.0,60.0,55.0,0.0,122.0,2514,3.94,35.0,Available,1
761,Electus Versio,Noise Engineering,"['Dual/Stereo', 'Effect', 'Reverb', 'Digital', 'Delay', 'Distortion']",10,31.0,70.0,70.0,,354.0,2513,4.55,11.0,Available,1
762,Pico Multi2,Erica Synths,['Multiple'],3,35.0,20.0,14.0,0.0,60.0,2512,4.9,10.0,Available,0
763,HiHats D,Erica Synths,['Drum'],10,,56.0,35.0,0.0,200.0,2509,4.36,11.0,Available,1
764,Monsoon,CalSynth,"['Delay', 'Reverb', 'Effect', 'Digital', 'Pitch Shifter ', 'Sampling']",12,25.0,120.0,10.0,0.0,204.0,2491,4.67,12.0,Available,1
765,QCD Expander:,4ms Company,"['Expander', 'Clock Modulator']",12,25.0,44.0,30.0,0.0,149.0,2487,4.64,11.0,Available,0
766,Z8000 MK1,Tiptop Audio,"['CV Modulation', 'Sequencer']",28,59.0,70.0,70.0,0.0,,2487,4.2,50.0,Discontinued,1
767,Sequence Selector,Verbos Electronics,"['CV Modulation', 'Sequencer', 'Switch']",16,,50.0,30.0,0.0,439.0,2485,4.46,13.0,Available,0
768,SY0.5 Special Edition,Michigan Synth Works,['Drum'],10,,130.0,20.0,,293.0,2470,4.86,14.0,Available,0
769,Scale - Polarize - Offset (S.P.O),Steady State Fate,"['Attenuator', 'Polarizer', 'Utility', 'Mixer', 'Dual/Stereo']",4,25.0,21.0,21.0,0.0,139.0,2470,4.64,25.0,Discontinued,1
770,Koszalin,Xaoc Devices,"['Effect', 'Digital']",10,43.0,140.0,30.0,0.0,330.0,2468,4.82,11.0,Available,1
771,SumDif,Shakmat,"['Dual/Stereo', 'Mixer', 'Multiple', 'Utility']",2,29.0,15.0,15.0,0.0,85.0,2465,4.82,33.0,Available,1
772,Rings,Oscillosaurus,"['External', 'Filter', 'Oscillator']",14,25.0,120.0,5.0,0.0,157.0,2463,4.21,14.0,Available,0
773,A-138d,Doepfer,"['External', 'Mixer']",8,40.0,20.0,20.0,0.0,65.0,2462,3.83,23.0,Available,0
774,Hyrlo,knob.farm,"['Dual/Stereo', 'Mixer', 'Utility', 'Quad']",4,34.0,40.0,40.0,0.0,81.0,2462,4.7,50.0,Available,1
775,A-111-6,Doepfer,"['Synth Voice', 'Oscillator']",10,50.0,60.0,60.0,0.0,180.0,2454,4.56,16.0,Available,0
776,A-138i,Doepfer,"['Mixer', 'Switch', 'Quad', 'Attenuator']",6,35.0,10.0,10.0,0.0,80.0,2444,4.3,10.0,Available,0
777,Shelves (2015),Mutable instruments,"['Equalizer', 'Filter']",18,25.0,75.0,75.0,0.0,229.0,2442,4.19,16.0,Discontinued,1
778,Katowice,Xaoc Devices,"['Dynamics', 'Equalizer', 'Filter', 'VCA', 'Dual/Stereo']",10,,100.0,100.0,,240.0,2442,4.86,14.0,Available,1
779,Little Mikey,Expert Sleepers,"['PreAmp', 'External']",8,43.0,51.0,19.0,0.0,158.0,2441,4.71,7.0,Available,0
780,E560 Deflector Shield,Synthesis Technology,"['Phase Shifter', 'Ring Modulator', 'Effect', 'Pitch Shifter ', 'Digital']",14,33.0,90.0,20.0,0.0,399.0,2437,4.26,47.0,Discontinued,0
781,Optodist,RYO,"['Distortion', 'VCA']",6,31.0,16.0,16.0,0.0,116.0,2436,4.3,37.0,Available,0
782,SL3KT,WMD,['Switch'],4,30.0,10.0,10.0,0.0,124.0,2434,4.33,9.0,Discontinued,0
783,Div,2hp,"['Clock Modulator', 'Utility', 'Digital', 'Dual/Stereo']",2,42.0,30.0,3.0,0.0,98.0,2433,4.21,19.0,Available,1
784,Dystopia,Dreadbox,"['Filter', 'Noise', 'Random']",10,35.0,56.0,67.0,,89.0,2432,3.93,14.0,Available,0
785,Melotus Versio,Noise Engineering,"['Digital', 'Effect', 'Dual/Stereo', 'Delay']",10,31.0,70.0,70.0,0.0,354.0,2424,4.82,17.0,Available,1
786,Benjolin,Epoch Modular,"['Oscillator', 'Random', 'Sequencer', 'Logic', 'LFO', 'Noise']",18,22.0,57.0,57.0,0.0,449.0,2421,4.4,45.0,Discontinued,0
787,CVP,Manhattan Analog,"['Attenuator', 'Slew Limiter', 'Multiple', 'Polarizer']",4,38.0,16.0,16.0,0.0,78.0,2416,4.32,31.0,Available,0
788,V-CV,Steady State Fate,"['Distortion', 'Expander', 'VCA']",2,23.0,,,,,2410,5.0,4.0,Available,1
789,Unity Mixer,Malekko Heavy Industry,['Mixer'],2,15.0,20.0,0.0,0.0,85.0,2410,4.08,12.0,Available,0
790,Sequential Switch Matrix (SSM),WMD,"['Logic', 'Sequencer', 'Switch', 'Utility']",16,25.0,80.0,32.0,0.0,298.0,2410,4.68,34.0,Available,0
791,nanoRings,CalSynth,"['Digital', 'Effect', 'Filter', 'Reverb', 'Resonator']",8,25.0,110.0,5.0,,151.0,2407,4.67,15.0,Available,0
792,Euclid,2hp,"['Clock Generator', 'Clock Modulator', 'Sequencer']",2,42.0,21.0,2.0,0.0,98.0,2405,3.64,11.0,Available,1
793,DROID,Der Mann mit der Maschine,"['Envelope Generator', 'Frequency Divider', 'Function Generator', 'LFO', 'Quantizer', 'Random', 'Sequencer', 'Slew Limiter']",8,40.0,154.0,15.0,0.0,398.0,2403,4.8,87.0,Available,1
794,Dinky's Taiko,ALM Busy Circuits,"['Digital', 'Drum', 'Noise', 'Oscillator']",12,32.0,80.0,0.0,0.0,270.0,2397,4.29,38.0,Available,0
795,WAVEFORMS,Pittsburgh Modular,"['Oscillator', 'Waveshaper', 'LFO']",10,37.0,70.0,65.0,0.0,265.0,2396,4.12,24.0,Discontinued,0
796,Mutant Hot Glue,Hexinverter Électronique,"['Drum', 'Dynamics', 'Effect', 'Mixer', 'Utility']",24,35.0,70.0,70.0,0.0,359.0,2396,4.5,20.0,Available,1
797,Filter,Pittsburgh Modular,['Filter'],12,35.0,31.0,31.0,,154.0,2395,4.52,33.0,Discontinued,0
798,Mutant Clap,Hexinverter Électronique,"['Drum', 'Noise', 'Oscillator', 'Synth Voice']",13,35.0,75.0,35.0,0.0,189.0,2394,4.79,19.0,Available,1
799,ES-3 MK3,Expert Sleepers,"['MIDI', 'Controller', 'Utility']",8,53.0,168.0,30.0,0.0,199.0,2390,4.59,34.0,Discontinued,0
800,AXYS,WMD,"['Dual/Stereo', 'Mixer', 'Panning', 'VCA']",6,38.0,50.0,50.0,,204.0,2388,4.6,10.0,Available,0
801,Diode Chaos,Złob,"['LFO', 'Random']",3,45.0,10.0,10.0,0.0,89.0,2384,4.86,21.0,Available,0
802,PPEXP1,ALM Busy Circuits,"['Expander', 'MIDI']",4,32.0,40.0,,,143.0,2380,5.0,3.0,Available,0
803,i-o47,Instruō,"['Filter', 'Resonator']",14,27.0,50.0,50.0,0.0,355.0,2378,4.43,14.0,Available,0
804,Loop (Black Panel),2hp,"['Sampling', 'Digital', 'Looper']",2,46.0,83.0,8.0,0.0,138.0,2376,4.33,6.0,Available,1
805,VCA,Manhattan Analog,['VCA'],4,38.0,15.0,16.0,0.0,89.0,2373,4.56,18.0,,0
806,ADDAC207,ADDAC System,"['Quantizer', 'Quad']",10,52.0,150.0,50.0,,417.0,2371,4.14,22.0,Available,0
807,Sallen Key Filter BF-22,Befaco,"['Dual/Stereo', 'Filter']",17,47.0,40.0,35.0,,230.0,2370,4.44,27.0,,1
808,Audio Frequency Generator (AFG),Livewire Electronics,"['Oscillator', 'LFO']",28,56.0,120.0,120.0,0.0,399.0,2362,4.45,47.0,,0
809,Arpitecht,WMD,"['Quantizer', 'Sequencer']",12,30.0,70.0,35.0,0.0,263.0,2358,4.56,18.0,Available,0
810,A-143-9,Doepfer,"['Oscillator', 'LFO']",8,50.0,30.0,30.0,0.0,75.0,2355,4.05,37.0,Available,0
811,Pico VCA,Erica Synths,"['Dual/Stereo', 'VCA']",3,35.0,14.0,14.0,0.0,65.0,2351,4.0,11.0,,1
812,DATA (WHITE),Mordax,"['Clock Generator', 'Clock Modulator', 'Dual/Stereo', 'LFO', 'Oscillator', 'Quad', 'Tuner', 'Utility']",16,35.0,250.0,60.0,0.0,353.0,2351,5.0,17.0,Available,1
813,A-132-3v,Doepfer,"['Dual/Stereo', 'VCA']",8,50.0,30.0,30.0,0.0,115.0,2351,4.1,10.0,Available,0
814,PER|FORMER,Westlicht,"['Clock Generator', 'Controller', 'CV Modulation', 'Function Generator', 'MIDI', 'Sequencer']",34,25.0,100.0,15.0,0.0,400.0,2349,4.77,53.0,Available,0
815,Twin waves,Klavis,"['Digital', 'Dual/Stereo', 'LFO', 'Noise', 'Oscillator', 'Quantizer', 'Random', 'Ring Modulator']",8,38.0,46.0,18.0,0.0,229.0,2347,4.69,70.0,Discontinued,1
816,QSC - Quad Stereo Channel,Frap Tools,"['Mixer', 'Quad', 'VCA', 'Dual/Stereo']",18,38.0,170.0,170.0,0.0,425.0,2346,4.71,17.0,Available,1
817,Hertz Donut MK II,Industrial Music Electronics,"['Oscillator', 'Digital', 'Dual/Stereo', 'LFO']",17,25.0,100.0,35.0,0.0,479.0,2347,4.5,42.0,Discontinued,0
818,μStep,Intellijel,['Sequencer'],4,38.0,29.0,0.0,0.0,199.0,2345,4.0,34.0,Discontinued,0
819,Ornament & Crime (Grayscale panel),Grayscale,"['Digital', 'Quad']",14,25.0,85.0,10.0,,,2342,4.47,15.0,Available,1
820,A-185-2v,Doepfer,"['Attenuator', 'CV Modulation', 'Mixer', 'Multiple', 'Utility']",6,45.0,10.0,10.0,0.0,81.0,2341,4.4,15.0,Available,0
821,Cosmix Pro,Cosmotronic,['Mixer'],22,20.0,170.0,170.0,,399.0,2342,4.33,12.0,Available,1
822,µBurst,Michigan Synth Works,"['Delay', 'Digital', 'Effect', 'Pitch Shifter ', 'Sampling']",8,,110.0,10.0,0.0,200.0,2333,4.05,19.0,Available,0
823,1036,Behringer,"['Dual/Stereo', 'Random', 'Sample and Hold']",16,,40.0,40.0,0.0,85.0,2333,2.76,17.0,Available,0
824,Godspeed (black),Endorphin.es,"['Oscillator', 'Tuner', 'Waveshaper', 'Noise']",6,38.0,100.0,45.0,0.0,279.0,2330,4.3,10.0,Available,1
825,SC - Stereo Channel,Frap Tools,"['Dual/Stereo', 'Mixer']",6,38.0,70.0,45.0,0.0,165.0,2328,5.0,4.0,Available,0
826,904B,Behringer,['Filter'],8,39.0,55.0,55.0,0.0,75.0,2328,1.67,9.0,Available,0
827,A-143-1,Doepfer,"['LFO', 'Envelope Generator', 'Quad', 'Comparator', 'Function Generator']",28,50.0,70.0,40.0,0.0,190.0,2320,4.37,30.0,Available,0
828,Dynamix,Make Noise,"['Low Pass Gate', 'Mixer', 'VCA', 'Dual/Stereo', 'Attenuator', 'Dynamics']",10,24.0,55.0,45.0,0.0,185.0,2318,4.33,21.0,Discontinued,0
829,uBurst,After Later Audio,"['Delay', 'Digital', 'Effect', 'Pitch Shifter ', 'Sampling']",8,22.0,120.0,10.0,,156.0,2308,4.27,11.0,Available,0
830,A-145-4V,Doepfer,"['LFO', 'Quad']",4,30.0,30.0,30.0,,90.0,2302,4.0,7.0,Available,0
831,Chord Organ,Music Thing Modular,"['Synth Voice', 'Digital', 'Oscillator']",4,40.0,75.0,8.0,0.0,103.0,2297,4.58,19.0,Available,0
832,TM (Black Panel),2hp,"['Sequencer', 'Random']",2,42.0,23.0,7.0,0.0,98.0,2295,4.0,11.0,Available,1
833,Batumi II,Xaoc Devices,"['Digital', 'LFO', 'Oscillator', 'Quad', 'Random', 'Clock Generator', 'CV Modulation']",10,45.0,90.0,50.0,0.0,330.0,2295,4.75,4.0,Available,1
834,Junction,Acid Rain Technology,"['Attenuator', 'Mixer', 'Multiple', 'Polarizer', 'Quad']",4,25.0,23.0,20.0,0.0,101.0,2289,5.0,12.0,Available,1
835,AI001 Multiple,AI Synthesis,['Multiple'],2,14.0,,,,19.0,2287,4.7,10.0,,1
836,Pony VCO,Befaco,"['LFO', 'Oscillator']",4,30.0,37.0,26.0,0.0,238.0,2282,3.5,4.0,Available,0
837,µO_C micro Ornament & Crime,Michigan Synth Works,"['LFO', 'Quantizer', 'Random', 'Sequencer', 'Utility', 'Envelope Generator', 'Tuner', 'Quad']",8,,85.0,10.0,0.0,232.0,2276,4.95,22.0,Available,0
838,20hp Blank Panel (Maths Lightning Bolts),Make Noise,['Blank Panel'],20,,,,,14.0,2276,4.25,8.0,,1
839,FX AID (black & gold),Happy Nerding,"['Delay', 'Distortion', 'Effect', 'Filter', 'Reverb', 'Dual/Stereo']",4,45.0,80.0,30.0,0.0,180.0,2275,4.88,8.0,Available,0
840,Moskwa II,Xaoc Devices,"['Clock Generator', 'Quantizer', 'Random', 'Sequencer']",20,25.0,40.0,0.0,0.0,350.0,2274,4.62,13.0,Available,1
841,RS-95E,Analogue Systems,['Oscillator'],12,65.0,65.0,65.0,0.0,275.0,2272,4.37,27.0,Available,0
842,Dual VCA,Pittsburgh Modular,"['VCA', 'Mixer', 'Dual/Stereo', 'TrueGrid']",8,35.0,30.0,30.0,,145.0,2271,3.67,18.0,Discontinued,0
843,Chimera,WMD,"['Drum', 'Oscillator']",8,30.0,63.0,17.0,0.0,242.0,2269,4.0,12.0,Discontinued,0
844,S+H,2hp,"['Dual/Stereo', 'Sample and Hold']",2,42.0,5.0,5.0,0.0,80.0,2267,3.17,6.0,Available,1
845,A-199v,Doepfer,"['Reverb', 'Effect']",8,50.0,80.0,10.0,0.0,140.0,2268,4.5,8.0,Available,0
846,Knight's Gallop,Shakmat,"['Dual/Stereo', 'Sequencer', 'Clock Modulator']",8,22.0,22.0,0.0,0.0,195.0,2265,4.72,36.0,,1
847,0-CTRL,Make Noise,"['Clock Generator', 'Clock Modulator', 'Controller', 'Sequencer', 'Envelope Generator']",45,,400.0,,,449.0,2264,4.37,27.0,Available,0
848,Planar,Intellijel,"['Controller', 'Mixer', 'Panning', 'Quad', 'VCA']",14,38.0,103.0,95.0,0.0,359.0,2265,4.59,32.0,Discontinued,0
849,QUART,NANO Modules,"['CV Modulation', 'Envelope Generator', 'Function Generator', 'LFO', 'Oscillator', 'Quad']",10,15.0,25.0,6.0,0.0,165.0,2262,4.38,21.0,Available,1
850,Overseer (black panel),WMD,"['Dual/Stereo', 'Filter']",8,40.0,100.0,100.0,,249.0,2258,4.45,11.0,Discontinued,0
851,MEX,Befaco,"['Expander', 'Sequencer']",4,20.0,20.0,0.0,0.0,84.0,2254,4.7,10.0,Available,0
852,QuantiZer,Tiptop Audio,"['Digital', 'Quantizer', 'Utility']",10,43.0,60.0,5.0,0.0,315.0,2252,3.85,13.0,Available,1
853,SYSTEM-500 530,Roland,"['VCA', 'Dual/Stereo', 'Mixer']",16,58.0,50.0,35.0,0.0,299.0,2251,4.44,18.0,Available,0
854,Warna II,Xaoc Devices,"['Mixer', 'Multiple', 'Polarizer', 'Utility']",6,25.0,50.0,50.0,0.0,99.0,2251,4.59,37.0,Available,0
855,DVCA,Antumbra,"['Attenuator', 'CV Modulation', 'VCA', 'Dual/Stereo', 'Mixer']",4,20.0,17.0,17.0,0.0,107.0,2252,4.33,12.0,Available,0
856,Listen Four 1/4,4ms Company,"['Dual/Stereo', 'Mixer', 'Panning', 'Utility']",12,29.0,290.0,101.0,0.0,188.0,2246,4.89,9.0,Available,1
857,MISO,Tiptop Audio,"['CV Modulation', 'Mixer', 'Utility']",10,42.0,55.0,55.0,,89.0,2245,4.36,14.0,Available,1
858,961,Behringer,"['External', 'Sequencer', 'Utility']",21,35.0,50.0,0.0,0.0,66.0,2244,1.83,6.0,Available,0
859,Cinnamon - Black,Bastl Instruments,['Filter'],5,35.0,30.0,30.0,,160.0,2239,3.83,6.0,Available,0
860,Cnōc,Instruō,"['Envelope Follower', 'Envelope Generator', 'Function Generator', 'LFO', 'Logic', 'Slew Limiter']",4,27.0,45.0,40.0,0.0,268.0,2237,5.0,6.0,Available,0
861,CalTrans,Klavis,"['Quantizer', 'Tuner', 'Utility', 'Quad', 'Slew Limiter']",6,36.0,44.0,8.0,0.0,189.0,2236,4.75,24.0,Available,1
862,Richter Oscillator II,Malekko Heavy Industry,"['LFO', 'Oscillator']",14,35.0,90.0,90.0,0.0,279.0,2236,4.46,46.0,,0
863,Beehive (Micro Plaits) Black,Michigan Synth Works,"['Digital', 'Oscillator', 'Dual/Stereo', 'Drum', 'Synth Voice']",8,,50.0,5.0,0.0,201.0,2235,4.55,11.0,Available,0
864,FHX-8GT Gate Expander for FH-2,Expert Sleepers,"['Clock Generator', 'Expander']",4,41.0,16.0,0.0,0.0,86.0,2230,5.0,6.0,Available,0
865,Black Stereo Mixer V3,Erica Synths,"['Mixer', 'Dual/Stereo']",10,25.0,25.0,15.0,,130.0,2232,4.58,12.0,Available,1
866,Popple,After Later Audio,"['Filter', 'Dual/Stereo']",8,,35.0,35.0,0.0,238.0,2231,4.0,8.0,Available,0
867,Pico MULTI,Erica Synths,"['Multiple', 'Utility']",3,35.0,20.0,14.0,0.0,60.0,2221,4.36,11.0,,1
868,4x Stereo Mix,Happy Nerding,"['Mixer', 'Dual/Stereo', 'Quad']",4,35.0,65.0,47.0,,110.0,2221,4.58,12.0,Available,0
869,Pons Asinorum (Black),Noise Engineering,"['CV Modulation', 'Envelope Generator', 'LFO']",6,26.0,60.0,50.0,0.0,234.0,2220,4.0,6.0,Available,1
870,Black Quad VCA2,Erica Synths,"['Attenuator', 'Mixer', 'Quad', 'VCA']",10,35.0,64.0,62.0,,200.0,2218,5.0,2.0,Available,1
871,Blank Panel,Control,['Blank Panel'],10,,,,,5.0,2218,,,Available,0
872,tELHARMONIC (white knobs),Make Noise,"['Digital', 'Noise', 'Oscillator', 'Synth Voice']",14,30.0,139.0,10.0,0.0,379.0,2216,4.26,23.0,Discontinued,0
873,A-141-2,Doepfer,"['Envelope Generator', 'LFO']",14,70.0,40.0,30.0,,130.0,2215,4.45,22.0,Available,0
874,Pico SEQS,Erica Synths,"['Sequencer', 'Switch']",3,35.0,22.0,10.0,0.0,70.0,2214,4.29,17.0,Available,1
875,Wood Filler,Pittsburgh Modular,['Blank Panel'],4,,,,,,2214,,,,0
876,A-105,Doepfer,['Filter'],8,45.0,30.0,20.0,0.0,120.0,2213,4.59,27.0,Discontinued,0
877,Quad Invert,Intellijel,"['Quad', 'Polarizer', 'Utility']",2,29.0,4.0,12.0,0.0,75.0,2208,4.38,13.0,Available,1
878,Quantimator,Toppobrillo,['Quantizer'],8,40.0,25.0,0.0,0.0,260.0,2202,4.1,31.0,Discontinued,0
879,ADDAC207 Intuitive Quantizer (black),ADDAC System,"['Quantizer', 'Quad']",10,52.0,150.0,50.0,0.0,429.0,2202,4.36,11.0,Available,0
880,Brain Seed,Antimatter Audio,"['Quantizer', 'Random', 'Sample and Hold', 'Sequencer', 'CV Modulation', 'Digital', 'Clock Modulator']",4,48.0,45.0,45.0,0.0,249.0,2199,4.37,38.0,Discontinued,0
881,"MiniMod Contour Generators ""Dark Edition""",AJH Synth,"['Envelope Generator', 'Dual/Stereo']",12,26.0,38.0,15.0,0.0,289.0,2199,4.36,11.0,Available,0
882,Mikrophonie (2017 new panel design),Music Thing Modular,"['External', 'PreAmp']",4,25.0,5.0,0.0,0.0,45.0,2198,4.4,10.0,Available,0
883,Per4mer,Modbap Modular,"['Effect', 'Delay', 'Digital', 'Quad', 'Reverb', 'Dual/Stereo', 'Dynamics', 'Sampling']",14,25.0,50.0,0.0,0.0,518.0,2196,4.7,10.0,Available,0
884,uO_C,Antumbra,"['LFO', 'Sample and Hold', 'Quantizer', 'Sequencer', 'Clock Generator', 'Envelope Generator', 'Slew Limiter', 'Utility']",8,25.0,85.0,10.0,0.0,289.0,2197,4.3,23.0,Available,0
885,Data Bender (Silver),Qu-Bit Electronix,"['Digital', 'Distortion', 'Dual/Stereo', 'Sampling', 'Effect']",14,28.0,58.0,60.0,0.0,359.0,2196,4.67,9.0,Available,1
886,ModBase 09,Jomox,['Drum'],20,53.0,140.0,80.0,0.0,399.0,2195,4.53,15.0,Discontinued,0
887,3x VCA - black,Happy Nerding,"['Mixer', 'VCA']",6,35.0,60.0,60.0,,159.0,2193,4.88,17.0,Available,0
888,LFO v2,2hp,"['CV Modulation', 'LFO', 'Oscillator']",2,42.0,40.0,6.0,0.0,88.0,2191,4.38,8.0,Available,1
889,TEX MIX - 4 Mono Channels,Tesseract Modular,"['Mixer', 'VCA']",12,21.0,13.0,8.0,,80.0,2190,4.42,12.0,Available,0
890,A-143-4,Doepfer,"['Oscillator', 'LFO', 'Quad']",22,60.0,100.0,100.0,,220.0,2190,4.38,29.0,Available,0
891,Sinc Defero (Black),Noise Engineering,"['Attenuator', 'Utility', 'Multiple']",4,26.0,70.0,30.0,0.0,134.0,2186,4.56,9.0,Available,1
892,4hp Blank Panel,Make Noise,['Blank Panel'],4,,,,,5.0,2182,5.0,8.0,Available,0
893,Dixie,Intellijel,"['LFO', 'Oscillator']",4,57.0,50.0,44.0,0.0,170.0,2180,4.48,21.0,Discontinued,0
894,A-181,Doepfer,['Multiple'],4,30.0,,,,40.0,2179,3.6,15.0,Available,0
895,Chance,Qu-Bit Electronix,"['Clock Generator', 'CV Modulation', 'Noise', 'Random']",14,34.0,45.0,17.0,0.0,267.0,2177,4.07,15.0,Discontinued,1
896,DLY,Synthrotek,"['Delay', 'Effect']",4,46.0,56.0,10.0,0.0,139.0,2177,3.65,31.0,Available,0
897,Boss Bow Two,ALM Busy Circuits,['Switch'],8,38.0,40.0,10.0,0.0,185.0,2172,4.43,7.0,Available,0
898,ModBase 09 Mk II,Jomox,['Drum'],20,53.0,140.0,80.0,0.0,369.0,2171,4.92,12.0,Available,0
899,Bionic Lester MK III,Industrial Music Electronics,"['Filter', 'Dual/Stereo', 'Distortion', 'VCA', 'Digital']",15,40.0,146.0,52.0,0.0,433.0,2169,4.84,19.0,Available,0
900,Time Warp,WMD,"['Envelope Follower', 'Envelope Generator', 'Slew Limiter', 'Dual/Stereo']",4,30.0,50.0,50.0,,151.0,2169,4.75,4.0,Available,0
901,Black VCO2,Erica Synths,"['LFO', 'Oscillator', 'Waveshaper']",12,35.0,71.0,62.0,0.0,230.0,2168,4.29,7.0,Available,1
902,ABC,Bastl Instruments,['Mixer'],5,35.0,10.0,10.0,0.0,100.0,2168,4.36,11.0,,1
903,Dual VCF,Erica Synths,['Filter'],18,35.0,40.0,36.0,0.0,350.0,2164,4.21,14.0,Available,1
904,Cymbals,Erica Synths,['Drum'],10,40.0,95.0,36.0,0.0,200.0,2162,4.43,7.0,Available,1
905,Ooots,knob.farm,"['Distortion', 'Dual/Stereo', 'Effect', 'Equalizer', 'External']",6,40.0,120.0,70.0,0.0,158.0,2154,4.58,24.0,Available,1
906,Switchblade,Acid Rain Technology,"['CV Modulation', 'Mixer', 'Switch', 'Utility']",4,30.0,50.0,10.0,0.0,107.0,2154,4.81,16.0,Discontinued,1
907,Bass Drum,Erica Synths,['Drum'],14,30.0,60.0,30.0,0.0,225.0,2152,4.11,9.0,Available,1
908,Jack Expander,Five12,"['Expander', 'MIDI']",12,44.0,30.0,30.0,0.0,323.0,2146,4.89,9.0,Discontinued,1
909,Lúbadh USB expander,Instruō,['Expander'],2,,,,,98.0,2143,4.0,2.0,Available,0
910,Tapographic Delay,4ms Company,"['Delay', 'Digital', 'Effect', 'Dual/Stereo', 'Filter', 'Reverb']",18,25.0,125.0,32.0,0.0,449.0,2141,4.23,13.0,Available,1
911,Contour,Make Noise,"['Clock Generator', 'Envelope Generator', 'LFO', 'Function Generator']",8,24.0,38.0,17.0,0.0,119.0,2139,4.43,23.0,Discontinued,0
912,CV Thing,Befaco,"['Controller', 'MIDI']",6,32.0,50.0,8.0,0.0,240.0,2138,4.25,12.0,Available,0
913,Loquelic Iteritas (Black),Noise Engineering,"['Digital', 'Oscillator']",10,28.0,80.0,5.0,90.0,359.0,2135,4.96,23.0,Available,1
914,Triptych,Steady State Fate,"['Distortion', 'Filter', 'VCA', 'Effect']",14,,119.0,95.0,0.0,369.0,2135,4.53,17.0,Available,1
